seq_id	pfam_id	pfam_desc	supfam_id	supfam_desc
Q02948	PF17675	APG6_N		
Q03465				
Q03758	PF04425	Bul1_N		
Q04067	PF00076	RRM_1	SSF54928	RNA-binding domain, RBD
Q04121	PF00999	Na_H_Exchanger		
Q04235	PF02475	Met_10	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
Q04847				
Q06032			SSF57850	RING/U-box
Q06541	PF04161	Arv1		
Q07830	PF01663	Phosphodiest	SSF53649	Alkaline phosphatase-like
Q08108	PF01735	PLA2_B	SSF52151	FabD/lysophospholipase-like
Q08224	PF03070	TENA_THI-4	SSF53613	Ribokinase-like
Q08387	PF04675	DNA_ligase_A_N	SSF50249	Nucleic acid-binding proteins
Q08975	PF03070	TENA_THI-4	SSF53613	Ribokinase-like
Q12106	PF07950	MCP1_TM	SSF81343	Fumarate reductase respiratory complex transmembrane subunits
Q12123	PF11969	DcpS_C	SSF102860	mRNA decapping enzyme DcpS N-terminal domain
Q12382				
Q12502	PF13002	LDB19		
Q3E793	PF01722	BolA	SSF82657	BolA-like
Q99271	PF08619	Nha1_C		
O13525	PF05019	Coq4		
P06182	PF01265	Cyto_heme_lyase		
P07266	PF09159	Ydc2-catalyt		
P09368	PF01619	Pro_dh	SSF51730	FAD-linked oxidoreductase
P13090	PF07690	MFS_1	SSF103473	MFS general substrate transporter
P14063	PF09784	L31		
P16151	PF03124	EXS		
P18408	PF01507	PAPS_reduct	SSF52402	Adenine nucleotide alpha hydrolases-like
P20048				
P23500	PF00153	Mito_carr	SSF103506	Mitochondrial carrier
P25338	PF06127	Mpo1-like		
P25578	PF00614	PLDc	SSF56024	Phospholipase D/nuclease
P25625	PF04080	Per1		
P32352	PF04622	ERG2_Sigma1R		
P32459	PF04115	Ureidogly_lyase	SSF51182	RmlC-like cupins
P32785	PF00551	Formyl_trans_N	SSF53328	Formyltransferase
P32804	PF02535	Zip		
P35735	PF10277	Frag1		
P36004	PF00069	Pkinase	SSF56112	Protein kinase-like (PK-like)
P38210	PF08586	Rsc14		
P38222	PF00856	SET	SSF82199	SET domain
P38226	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
P38812	PF09419	PGP_phosphatase	SSF56784	HAD-like
P38992	PF04116	FA_hydroxylase		
P39106	PF11051	Mannosyl_trans3	SSF53448	Nucleotide-diphospho-sugar transferases
P39970	PF00170	bZIP_1	SSF57959	Leucine zipper domain
P40080	PF08432	Vfa1		
P40088	PF03239	FTR1		
P40260	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
P40549	PF11051	Mannosyl_trans3	SSF53448	Nucleotide-diphospho-sugar transferases
P40574			SSF57959	Leucine zipper domain
P40985	PF00632	HECT	SSF56204	Hect, E3 ligase catalytic domain
P42938			SSF52540	P-loop containing nucleoside triphosphate hydrolases
P43606			SSF69322	Tricorn protease domain 2
P46982	PF11051	Mannosyl_trans3	SSF53448	Nucleotide-diphospho-sugar transferases
P47042	PF00069	Pkinase	SSF56112	Protein kinase-like (PK-like)
P47172	PF09814	HECT_2		
P53032			SSF57701	Zn2/Cys6 DNA-binding domain
P53059	PF11051	Mannosyl_trans3	SSF53448	Nucleotide-diphospho-sugar transferases
P53237	PF11704	Folliculin		
P53390	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
P54885	PF00171	Aldedh	SSF53720	ALDH-like
Q02648	PF07757	AdoMet_MTase		
Q03796	PF08645	PNK3P	SSF56784	HAD-like
Q05043	PF14876	RSF		
Q06090	PF05047	L51_S25_CI-B8	SSF52833	Thioredoxin-like
Q06667	PF06090	Ins_P5_2-kin		
Q06668	PF13489	Methyltransf_23	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
Q08622	PF01926	MMR_HSR1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
Q08902	PF07690	MFS_1	SSF103473	MFS general substrate transporter
Q12010	PF04193	PQ-loop		
Q12067	PF02535	Zip		
Q12069	PF00849	PseudoU_synth_2	SSF55120	Pseudouridine synthase
Q12072			SSF57903	FYVE/PHD zinc finger
Q12096			SSF53448	Nucleotide-diphospho-sugar transferases
Q12104	PF13638	PIN_4	SSF88723	PIN domain-like
Q12199	PF04176	TIP41		
Q12209	PF01794	Ferric_reduct		
Q12415	PF10419	TFIIIC_sub6	SSF53254	Phosphoglycerate mutase-like
Q12433				
P09932	PF05203	Hom_end_hint	SSF55608	Homing endonucleases
P23797	PF02585	PIG-L	SSF102588	LmbE-like
P25040	PF04194	PDCD2_C		
P32606	PF08634	Pet127		
P36075	PF02845	CUE	SSF46934	UBA-like
P36137	PF03388	Lectin_leg-like	SSF49899	Concanavalin A-like lectins/glucanases
P38281	PF06999	Suc_Fer-like	SSF52833	Thioredoxin-like
P38358	PF07690	MFS_1	SSF103473	MFS general substrate transporter
P38848	PF06398	Pex24p		
P38876	PF01195	Pept_tRNA_hydro	SSF53178	Peptidyl-tRNA hydrolase-like
P40210				
P40325				
P40533	PF00149	Metallophos	SSF56300	Metallo-dependent phosphatases
P43538	PF00271	Helicase_C	SSF52540	P-loop containing nucleoside triphosphate hydrolases
P46993				
P47005	PF12937	F-box-like	SSF81383	F-box domain
P47153	PF03798	TRAM_LAG1_CLN8		
P50113	PF01648	ACPS	SSF56214	4'-phosphopantetheinyl transferase
P53285				
P53892				
Q03786	PF01583	APS_kinase	SSF52540	P-loop containing nucleoside triphosphate hydrolases
Q03899			SSF52047	RNI-like
Q05672	PF01424	R3H	SSF82708	R3H domain
Q05676	PF11093	Mitochondr_Som1		
Q06466				
Q06469				
Q06490	PF03070	TENA_THI-4	SSF53613	Ribokinase-like
Q06688	PF07985	SRR1		
Q07895	PF02469	Fasciclin	SSF82153	FAS1 domain
Q08226	PF08728	CRT10		
Q08750				
Q12272	PF01885	PTS_2-RNA	SSF56399	ADP-ribosylation
Q12286				
Q12428	PF19305	MmgE_PrpD_C	SSF103378	2-methylcitrate dehydratase PrpD
Q12436	PF02535	Zip		
Q12512	PF13933	HRXXH	SSF55486	Metalloproteases ('zincins'), catalytic domain
P23493	PF17058	MBR1		
P25362	PF03070	TENA_THI-4	SSF48613	Heme oxygenase-like
P25616			SSF56784	HAD-like
P25639	PF10355	Ytp1		
P32330	PF00400	WD40	SSF50978	WD40 repeat-like
P32460	PF01177	Asp_Glu_race		
P36083				
P38246	PF14616	Rua1_C		
P38256	PF13279	4HBT_2	SSF54637	Thioesterase/thiol ester dehydrase-isomerase
P38277				
P38635	PF02811	PHP	SSF89550	PHP domain-like
P38721	PF00270	DEAD	SSF52540	P-loop containing nucleoside triphosphate hydrolases
P38744	PF01329	Pterin_4a	SSF55248	PCD-like
P39721	PF01738	DLH	SSF53474	alpha/beta-Hydrolases
P40093	PF03690	UPF0160		
P40206	PF05670	NFACT-R_1		
P40500	PF15701	DUF4668		
P42942	PF08438	MMR_HSR1_C	SSF52540	P-loop containing nucleoside triphosphate hydrolases
P43604				
P47014	PF00882	Zn_dep_PLPC		
P47023				
P48235	PF12855	Ecl1		
P53326	PF19050	PhoD_2		
P53584	PF10355	Ytp1		
P53745	PF11051	Mannosyl_trans3	SSF53448	Nucleotide-diphospho-sugar transferases
P53755	PF04425	Bul1_N		
Q01684				
Q02754	PF12239	DUF3605		
Q02873	PF09791	Oxidored-like		
Q03177	PF00400	WD40	SSF50978	WD40 repeat-like
Q03219	PF00994	MoCF_biosynth	SSF53218	Molybdenum cofactor biosynthesis proteins
Q03233				
Q03362				
Q03508	PF10307	HAD_SAK_1		
Q04406	PF11326	DUF3128		
Q04689	PF06999	Suc_Fer-like	SSF52833	Thioredoxin-like
Q04869	PF02894	GFO_IDH_MocA_C	SSF51735	NAD(P)-binding Rossmann-fold domains
Q06107	PF03798	TRAM_LAG1_CLN8		
Q06152	PF01585	G-patch		
Q06252	PF01161	PBP	SSF49777	PEBP-like
Q07716			SSF51695	PLC-like phosphodiesterases
Q07986	PF15701	DUF4668		
Q08559				
Q08692				
Q08774	PF10356	DUF2034		
Q08954	PF01713	Smr	SSF160443	SMR domain-like
Q08993	PF11603	Sir1	SSF144005	ORC1-binding domain
Q12185	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q12346	PF15701	DUF4668		
Q12424	PF01699	Na_Ca_ex		
Q12523	PF00400	WD40	SSF50978	WD40 repeat-like
Q3E756				
Q3E769				
Q3E7A8				
Q6Q5P6				
Q7M4S9				
P25593				
P36111				
P38900				
P39563				
P39971				
P40083	PF16588	zf-C2H2_10	SSF57756	Retrovirus zinc finger-like domains
P40101				
P40355	PF04991	LicD		
P40538	PF15701	DUF4668		
P47022				
P47078				
P48238				
P53056				
P53291				
P53719	PF15700	DUF4667		
Q03083				
Q03236				
Q04223	PF00702	Hydrolase	SSF56784	HAD-like
Q04608	PF11001	DUF2841		
Q06594				
Q08187				
Q08994				
Q12082				
Q3E740	PF00026	Asp	SSF50630	Acid proteases
Q3E743	PF04892	VanZ		
A8DZH4	PF03105	SPX		
B8PYG1				
E7FB98	PF01040	UbiA		
E7FE13	PF13855	LRR_8	SSF52058	L domain-like
F1QCP6	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
F1QMH7	PF05345	He_PIG	SSF111006	Dystroglycan, domain 2
F1QUD7	PF03372	Exo_endo_phos	SSF56219	DNase I-like
F1RCP1	PF15285	BH3		
H0WFA5				
Q08C18			SSF50978	WD40 repeat-like
Q1LWG4	PF13833	EF-hand_8	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q1LYM3	PF16474	KIND	SSF57903	FYVE/PHD zinc finger
Q287T7	PF00153	Mito_carr	SSF103506	Mitochondrial carrier
Q4G0A0	PF13923	zf-C3HC4_2	SSF50978	WD40 repeat-like
Q502I3	PF12180	EABR		
Q5BL29	PF02535	Zip		
Q6DEJ6	PF13347	MFS_2	SSF103473	MFS general substrate transporter
Q6DG38	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q6NYV8	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q6P0R8				
Q6P4V5	PF00108	Thiolase_N	SSF53901	Thiolase-like
Q6PC64	PF01151	ELO		
Q7T394	PF00400	WD40	SSF50978	WD40 repeat-like
Q7T3I6	PF00341	PDGF	SSF57501	Cystine-knot cytokines
Q803D2	PF00400	WD40	SSF50978	WD40 repeat-like
Q8AX86	PF01151	ELO		
Q9YGW7	PF00076	RRM_1	SSF54928	RNA-binding domain, RBD
Q9YHT4	PF09029	Preseq_ALAS	SSF53383	PLP-dependent transferases
A0A0R4IR84	PF00685	Sulfotransfer_1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A0R4IT00	PF01151	ELO		
A0A8M1Q7N6	PF01148	CTP_transf_1		
A0JMM2	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
A3KP14	PF01151	ELO		
A9XP97	PF00999	Na_H_Exchanger		
B0R0D7	PF16300	WD40_4	SSF50978	WD40 repeat-like
B3DHU2	PF10507	TMEM65		
B8JK76	PF15964	CCCAP		
E7EXX2	PF01769	MgtE	SSF161093	MgtE membrane domain-like
E7EY42	PF03034	PSS		
F1QW76	PF00170	bZIP_1	SSF57959	Leucine zipper domain
P0CF95				
P0DP88				
Q08BY0	PF02636	Methyltransf_28	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
Q0PJT8	PF02932	Neur_chan_memb	SSF63712	Nicotinic receptor ligand binding domain-like
Q1RLY6	PF01494	FAD_binding_3	SSF51905	FAD/NAD(P)-binding domain
Q208T6	PF00341	PDGF	SSF57501	Cystine-knot cytokines
Q49SH1	PF01699	Na_Ca_ex		
Q5NDE5	PF04577	Glyco_transf_61	SSF49265	Fibronectin type III
Q5PNP1	PF00615	RGS	SSF48097	Regulator of G-protein signaling, RGS
Q5PQZ4	PF03299	TF_AP-2		
Q5XJ87	PF01151	ELO		
Q642J4	PF01205	UPF0029	SSF54495	UBC-like
Q6DHG0	PF00856	SET	SSF82199	SET domain
Q6DHU1	PF05602	CLPTM1		
Q6NY98	PF01331	mRNA_cap_enzyme	SSF50249	Nucleic acid-binding proteins
Q6P978	PF01151	ELO		
Q6PBM2	PF01151	ELO		
Q6Q382	PF00069	Pkinase	SSF56112	Protein kinase-like (PK-like)
Q6TEL0	PF06602	Myotub-related	SSF50729	PH domain-like
Q76C29	PF03045	DAN		
Q7T2F0	PF09029	Preseq_ALAS	SSF53383	PLP-dependent transferases
Q7ZTU5	PF01151	ELO		
Q7ZVN0	PF01151	ELO		
Q803Q7	PF00274	Glycolytic	SSF51569	Aldolase
Q8JI14	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
Q8JJ62	PF01169	UPF0016		
Q98SR9	PF04668	Tsg		
A0A0R4IWG9	PF17283	Zn_ribbon_SprT		
A0A8M1N4J0	PF01451	LMWPc	SSF52788	Phosphotyrosine protein phosphatases I
A0A8M1P2L1	PF02932	Neur_chan_memb	SSF63712	Nicotinic receptor ligand binding domain-like
A0A8M1P332	PF01494	FAD_binding_3	SSF51905	FAD/NAD(P)-binding domain
A0A8M1QKS7	PF13639	zf-RING_2	SSF57850	RING/U-box
A0A8M2B5Y1	PF03798	TRAM_LAG1_CLN8	SSF46689	Homeodomain-like
A0A8M2B9E2	PF03299	TF_AP-2		
A0A8M2BCW6	PF00787	PX	SSF64268	PX domain
A0A8M2BDW5	PF03520	KCNQ_channel	SSF81324	Voltage-gated potassium channels
A0A8M3ARE4	PF00781	DAGK_cat	SSF111331	NAD kinase/diacylglycerol kinase-like
A0A8M3AV28	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
A0A8M3AVM7	PF16474	KIND	SSF57903	FYVE/PHD zinc finger
A0A8M3B4R7	PF00171	Aldedh	SSF53633	Carbamate kinase-like
A0A8M3BEA0	PF19277	GPAT_C	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
A0A8M6Z2B4	PF02807	ATP-gua_PtransN	SSF48034	Guanido kinase N-terminal domain
A0A8M9PQ80	PF05210	Sprouty		
A0A8N7T7D0	PF03034	PSS		
A0JL26	PF00068	Phospholip_A2_1	SSF48619	Phospholipase A2, PLA2
A2BID5	PF00169	PH	SSF50729	PH domain-like
A2RV01	PF01902	Diphthami_syn_2	SSF52402	Adenine nucleotide alpha hydrolases-like
A3KGT9	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
A3KNX6	PF15823	UPF0524		
A3QK15	PF00501	AMP-binding	SSF56801	Acetyl-CoA synthetase-like
A4FUP1	PF12053	Par3_HAL_N_term	SSF48557	L-aspartase-like
A4IG66	PF09779	Ima1_N		
A4IG72	PF10367	Vps39_2		
A4QNU9	PF04777	Evr1_Alr	SSF69000	FAD-dependent thiol oxidase
A5PMF6	PF01755	Glyco_transf_25	SSF53448	Nucleotide-diphospho-sugar transferases
A5PMI4	PF02544	Steroid_dh		
A5PMP7	PF04692	PDGF_N	SSF57501	Cystine-knot cytokines
A7E283	PF11411	DNA_ligase_IV	SSF50249	Nucleic acid-binding proteins
A7YY07	PF15135	UPF0515		
A8WFS8	PF04080	Per1		
A8WGT1	PF04116	FA_hydroxylase		
A9JRX0	PF15275	PEHE		
A9JTD2	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
A9XPA0	PF16644	NEXCaM_BD		
A9XPA3	PF00999	Na_H_Exchanger		
B3DGU2	PF09457	RBD-FIP	SSF144270	Eferin C-derminal domain-like
B5DDZ4	PF00326	Peptidase_S9	SSF82171	DPP6 N-terminal domain-like
B8JJK4	PF01151	ELO		
C4IXV6	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
E7EXT2	PF09740	DUF2043		
E7F0G2	PF00685	Sulfotransfer_1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
E7F4V6	PF01963	TraB_PrgY_gumN		
E7F654	PF16575	CLP1_P	SSF52540	P-loop containing nucleoside triphosphate hydrolases
E7F6V0	PF01963	TraB_PrgY_gumN		
E7F8M2	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
E7F9X7	PF03798	TRAM_LAG1_CLN8	SSF46689	Homeodomain-like
F1Q929	PF07941	K_channel_TID	SSF81324	Voltage-gated potassium channels
F1QCY8			SSF143503	PUG domain-like
F1QN56	PF00520	Ion_trans	SSF48403	Ankyrin repeat
F1QU39	PF05210	Sprouty		
F1R3E5	PF16692	Folliculin_C		
F1R983	PF08573	SAE2		
I6V1W0				
P0DOC8	PF14996	RMP		
P50541	PF00010	HLH	SSF47459	HLH, helix-loop-helix DNA-binding domain
Q05AM5	PF00400	WD40	SSF50978	WD40 repeat-like
Q08BB3			SSF50978	WD40 repeat-like
Q08C76			SSF57938	DnaJ/Hsp40 cysteine-rich domain
Q0GFG2	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
Q0IJ39	PF00342	PGI	SSF53697	SIS domain
Q1LWC3	PF09788	Tmemb_55A		
Q1LX59	PF04116	FA_hydroxylase		
Q1LY84	PF15823	UPF0524		
Q1RLW5	PF06602	Myotub-related	SSF50729	PH domain-like
Q32PP1	PF15749	MRNIP		
Q32PR0	PF09788	Tmemb_55A		
Q3S344	PF01380	SIS	SSF53697	SIS domain
Q4V8V5	PF16474	KIND		
Q502C8	PF08534	Redoxin	SSF52833	Thioredoxin-like
Q503Y7	PF13616	Rotamase_3	SSF54534	FKBP-like
Q566Z4	PF02544	Steroid_dh		
Q567X1	PF04116	FA_hydroxylase		
Q568K2	PF07491	PPI_Ypi1		
Q5BJJ7	PF13862	BCCIP		
Q5F2N3	PF00852	Glyco_transf_10	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase
Q5PRC0	PF04116	FA_hydroxylase		
Q5SP67	PF00400	WD40	SSF50978	WD40 repeat-like
Q5U3T0	PF04666	Glyco_transf_54		
Q642J9	PF00277	SAA		
Q66I51	PF09788	Tmemb_55A		
Q6DHT1	PF04068	RLI	SSF48371	ARM repeat
Q6DRI4	PF13656	RNA_pol_L_2	SSF55257	RBP11-like subunits of RNA polymerase
Q6NYE4	PF04116	FA_hydroxylase		
Q6NYK3	PF00568	WH1	SSF50729	PH domain-like
Q6NZT5	PF03957	Jun	SSF57959	Leucine zipper domain
Q6P0E8	PF01569	PAP2	SSF48317	Acid phosphatase/Vanadium-dependent haloperoxidase
Q6PBN5	PF02845	CUE	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q6PBV7	PF03798	TRAM_LAG1_CLN8		
Q6PCR3	PF00632	HECT	SSF51045	WW domain
Q6PHD9	PF05694	SBP56	SSF75011	3-carboxy-cis,cis-mucoante lactonizing enzyme
Q7SXF6	PF07645	EGF_CA	SSF57184	Growth factor receptor domain
Q7T070	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
Q7T292	PF00153	Mito_carr	SSF103506	Mitochondrial carrier
Q7T2D4	PF13850	ERGIC_N		
Q7T312	PF05670	NFACT-R_1		
Q7T346	PF07809	RTP801_C		
Q7T367	PF03957	Jun	SSF57959	Leucine zipper domain
Q7T3E3	PF03957	Jun	SSF57959	Leucine zipper domain
Q7T3F1	PF03798	TRAM_LAG1_CLN8	SSF46689	Homeodomain-like
Q7ZTY2	PF12937	F-box-like	SSF81383	F-box domain
Q7ZUP1	PF07984	NTP_transf_7		
Q7ZV43	PF02845	CUE	SSF46934	UBA-like
Q7ZW77	PF04116	FA_hydroxylase		
Q803C9	PF03034	PSS		
Q803I2	PF13850	ERGIC_N		
Q803S4	PF06602	Myotub-related	SSF50729	PH domain-like
Q8AV61	PF07281	INSIG		
Q8QFU2	PF00342	PGI	SSF53697	SIS domain
Q90YY6	PF03798	TRAM_LAG1_CLN8	SSF46689	Homeodomain-like
Q90YY7	PF03798	TRAM_LAG1_CLN8	SSF46689	Homeodomain-like
Q9MIY2	PF00420	Oxidored_q2		
A0A286Y9C9	PF06189	5-nucleotidase		
A0A2R8Q0D8	PF00341	PDGF	SSF57501	Cystine-knot cytokines
A0A8M1N402	PF09815	XK-related		
A0A8M1N792	PF07885	Ion_trans_2	SSF81324	Voltage-gated potassium channels
A0A8M1N7F8	PF00999	Na_H_Exchanger		
A0A8M1N7G8	PF01981	PTH2	SSF102462	Peptidyl-tRNA hydrolase II
A0A8M1NAW1	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
A0A8M1NCD3				
A0A8M1NE21	PF00400	WD40	SSF50978	WD40 repeat-like
A0A8M1NFU5	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
A0A8M1NG64	PF01697	Glyco_transf_92		
A0A8M1NGV3	PF01697	Glyco_transf_92		
A0A8M1NHC5	PF05679	CHGN	SSF53448	Nucleotide-diphospho-sugar transferases
A0A8M1NHF7	PF08320	PIG-X		
A0A8M1NHG0	PF07221	GlcNAc_2-epim	SSF48208	Six-hairpin glycosidases
A0A8M1NIC4	PF03520	KCNQ_channel	SSF81324	Voltage-gated potassium channels
A0A8M1NIH6	PF00097	zf-C3HC4	SSF57850	RING/U-box
A0A8M1NT99	PF14360	PAP2_C		
A0A8M1NTC7	PF08557	Lipid_DES		
A0A8M1NWM0	PF10164	BRI3		
A0A8M1P2U1	PF01981	PTH2	SSF46934	UBA-like
A0A8M1P2Z1	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
A0A8M1P3J5	PF01129	ART	SSF56399	ADP-ribosylation
A0A8M1P3K2	PF02585	PIG-L	SSF102588	LmbE-like
A0A8M1P3Z9	PF00849	PseudoU_synth_2	SSF55120	Pseudouridine synthase
A0A8M1P7X9	PF00174	Oxidored_molyb	SSF56524	Oxidoreductase molybdopterin-binding domain
A0A8M1P8Z2	PF09814	HECT_2		
A0A8M1P994	PF07884	VKOR		
A0A8M1P9U9	PF04564	U-box	SSF57850	RING/U-box
A0A8M1PBM6	PF00046	Homeodomain	SSF46689	Homeodomain-like
A0A8M1PEA1	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
A0A8M1PUN2	PF03372	Exo_endo_phos	SSF56219	DNase I-like
A0A8M1QH78	PF02517	Rce1-like		
A0A8M1QHV0				
A0A8M1RHF3	PF01794	Ferric_reduct	SSF51735	NAD(P)-binding Rossmann-fold domains
A0A8M1RHM5	PF01464	SLT	SSF53955	Lysozyme-like
A0A8M1RKH6	PF01027	Bax1-I		
A0A8M1RMQ8	PF01697	Glyco_transf_92		
A0A8M1RN37	PF00777	Glyco_transf_29		
A0A8M1RR77	PF13898	MINDY-3_4_CD		
A0A8M1RRD3	PF13426	PAS_9	SSF81324	Voltage-gated potassium channels
A0A8M1RS50	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
A0A8M1RSX4			SSF56024	Phospholipase D/nuclease
A0A8M2B1M9	PF01569	PAP2	SSF48317	Acid phosphatase/Vanadium-dependent haloperoxidase
A0A8M2B1V7	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
A0A8M2B3D1	PF02544	Steroid_dh		
A0A8M2B5J8	PF10520	Lipid_desat		
A0A8M2B5T3	PF13359	DDE_Tnp_4		
A0A8M2B6N4	PF16300	WD40_4	SSF50978	WD40 repeat-like
A0A8M2B7U6	PF05485	THAP	SSF46785	Winged helix' DNA-binding domain
A0A8M2B7U7	PF03299	TF_AP-2		
A0A8M2B7W1	PF00736	EF1_GNE	SSF54984	eEF-1beta-like
A0A8M2B7X1	PF00777	Glyco_transf_29		
A0A8M2B8V0	PF16159	FOXP-CC	SSF46785	Winged helix' DNA-binding domain
A0A8M2B959	PF00479	G6PD_N	SSF51735	NAD(P)-binding Rossmann-fold domains
A0A8M2B9A7	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
A0A8M2BAG4	PF01265	Cyto_heme_lyase		
A0A8M2BAR8	PF03798	TRAM_LAG1_CLN8	SSF46689	Homeodomain-like
A0A8M2BB12	PF01145	Band_7	SSF117892	Band 7/SPFH domain
A0A8M2BB54	PF00728	Glyco_hydro_20	SSF51445	(Trans)glycosidases
A0A8M2BBM5	PF02187	GAS2	SSF143575	GAS2 domain-like
A0A8M2BD60	PF00102	Y_phosphatase	SSF52799	(Phosphotyrosine protein) phosphatases II
A0A8M2BDC1	PF00300	His_Phos_1	SSF53254	Phosphoglycerate mutase-like
A0A8M2BDH6	PF00535	Glycos_transf_2	SSF53448	Nucleotide-diphospho-sugar transferases
A0A8M2BET8	PF10497	zf-4CXXC_R1		
A0A8M2BF29			SSF161111	Cation efflux protein transmembrane domain-like
A0A8M2BFN3	PF06602	Myotub-related	SSF50729	PH domain-like
A0A8M2BGP7	PF00538	Linker_histone	SSF46785	Winged helix' DNA-binding domain
A0A8M2BHS7	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M2BI41	PF12036	DUF3522		
A0A8M2BIZ5	PF13359	DDE_Tnp_4		
A0A8M2BJA3	PF03528	Rabaptin	SSF103652	G protein-binding domain
A0A8M2BK06	PF13359	DDE_Tnp_4		
A0A8M2BKB6	PF19316	PIGO_PIGG	SSF53649	Alkaline phosphatase-like
A0A8M2BKS9	PF16644	NEXCaM_BD		
A0A8M2BLF0			SSF161111	Cation efflux protein transmembrane domain-like
A0A8M2BLG7	PF00929	RNase_T	SSF53098	Ribonuclease H-like
A0A8M2BLX1	PF00788	RA	SSF54236	Ubiquitin-like
A0A8M3AHY8	PF00170	bZIP_1	SSF57959	Leucine zipper domain
A0A8M3AI40	PF01055	Glyco_hydro_31	SSF51011	Glycosyl hydrolase domain
A0A8M3AKK0	PF13359	DDE_Tnp_4		
A0A8M3AM29	PF03798	TRAM_LAG1_CLN8		
A0A8M3AP29	PF05485	THAP	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)
A0A8M3AP93	PF00999	Na_H_Exchanger		
A0A8M3ARE9	PF13426	PAS_9	SSF81324	Voltage-gated potassium channels
A0A8M3AT27	PF10226	CCDC85		
A0A8M3AU98	PF00225	Kinesin	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M3AUU8	PF00777	Glyco_transf_29		
A0A8M3AWI3	PF17751	SKICH	SSF56219	DNase I-like
A0A8M3AXY9	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
A0A8M3AXZ2	PF13426	PAS_9	SSF81324	Voltage-gated potassium channels
A0A8M3AZJ6	PF00520	Ion_trans	SSF81324	Voltage-gated potassium channels
A0A8M3B1M6	PF13361	UvrD_C	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M3B2I2	PF01625	PMSR	SSF55068	Peptide methionine sulfoxide reductase
A0A8M3B615	PF00046	Homeodomain	SSF46689	Homeodomain-like
A0A8M3B835	PF03416	Peptidase_C54	SSF54001	Cysteine proteinases
A0A8M3B8X9	PF05300	MIC19_MIC25		
A0A8M3BA22	PF01055	Glyco_hydro_31	SSF51011	Glycosyl hydrolase domain
A0A8M3BAW2	PF00098	zf-CCHC	SSF54791	Eukaryotic type KH-domain (KH-domain type I)
A0A8M3BDN3	PF16159	FOXP-CC	SSF46785	Winged helix' DNA-binding domain
A0A8M3BEN9	PF05041	Pecanex_C		
A0A8M3BEW2	PF00685	Sulfotransfer_1	SSF52540	P-loop containing nucleoside triphosphate hydrolases
A0A8M6YSB2	PF00069	Pkinase	SSF56112	Protein kinase-like (PK-like)
A0A8M6YV97	PF08412	Ion_trans_N	SSF81324	Voltage-gated potassium channels
A0A8M6YWH4	PF03416	Peptidase_C54	SSF54001	Cysteine proteinases
A0A8M6YZU9	PF00326	Peptidase_S9	SSF82171	DPP6 N-terminal domain-like
A0A8M6Z0Q4	PF01619	Pro_dh	SSF51730	FAD-linked oxidoreductase
A0A8M6Z109	PF04641	Rtf2		
A0A8M6Z362	PF13426	PAS_9	SSF81324	Voltage-gated potassium channels
